epoch,learning_rate,train_loss,train_energy_loss,train_qm_force_loss,train_mm_force_loss,train_energy_mae_kcal_mol,train_energy_rmse_kcal_mol,train_qm_force_mae_kcal_mol_a,train_qm_force_rmse_kcal_mol_a,train_mm_force_mae_kcal_mol_a,train_mm_force_rmse_kcal_mol_a,val_loss,val_energy_loss,val_qm_force_loss,val_mm_force_loss,val_energy_mae_kcal_mol,val_energy_rmse_kcal_mol,val_qm_force_mae_kcal_mol_a,val_qm_force_rmse_kcal_mol_a,val_mm_force_mae_kcal_mol_a,val_mm_force_rmse_kcal_mol_a
18,0.0005,0.7923597069087434,0.3752759334006937,0.31629134205939297,0.10079243144865663,4.297426972454533,5.462546458745464,3.5677247849517184,5.097818404564555,0.010489137738064536,0.09982204596780722,1.0218059446976817,0.6110346353055862,0.3131732103207951,0.09759809907130058,5.675181039019368,6.977548844897966,3.5581876059678246,5.074482404592245,0.01002043505321669,0.09788870285325214
19,0.0005,0.7919134670922457,0.38225638565723336,0.3107798102476394,0.098877271187373,4.390327143259069,5.511146391393406,3.541024469310696,5.044954651728073,0.009920601097947216,0.09849644607916566,0.8910163941701701,0.48526156004538856,0.30976696934811976,0.09598786477666174,5.006288125676082,6.213025302961628,3.5401138278901025,5.040838551554742,0.009511674561433928,0.09837859467965282
20,0.0005,0.7431177406176815,0.3384576363735829,0.3075193317052629,0.09714077253883578,4.075643175943063,5.178459654565921,3.521602237365547,5.01896413187361,0.009316792274362402,0.09968235754487192,1.0030955691424464,0.6038585926617516,0.3042234813802887,0.09501349510040605,5.609522516499208,6.933075851965431,3.5107943219578983,5.013856297200955,0.008975811599279234,0.09967435890393696
21,0.0005,0.7508588891415973,0.35327259035585246,0.3007567115045933,0.09682958728115143,4.169065823375956,5.2896302997504465,3.489452227673562,4.957264540916949,0.009001933994636875,0.0986502505354125,0.8646442123185363,0.4723241659443484,0.29891108653735393,0.093408959836834,4.907429302938876,6.127326286263593,3.485880405532862,5.011466722121197,0.00872621231717619,0.09618339306319115
22,0.0005,0.7018102776056893,0.30969173731488886,0.29661155204933554,0.09550698824146482,3.953505801660045,4.959339016815951,3.468386368780259,4.917444157198887,0.008765082584998305,0.09657613194909181,0.9468895032775148,0.559214762873732,0.2948710139314508,0.092803726472332,5.382696876917937,6.667459105071618,3.461100474891868,4.968804166806943,0.00849606502252355,0.09735468248830757
23,0.0005,0.7070980050181631,0.3202402720224981,0.2922666550689617,0.09459107792670347,4.02649340801153,5.032833078219461,3.4416695953190835,4.881363826076041,0.008515928628885523,0.09678209033512547,0.8575212508278759,0.47533011652057006,0.2907774247262796,0.09141370958102626,4.938061511726202,6.144874254894768,3.440773751360305,4.888125131775314,0.008207161801051533,0.09447545049404132
24,0.0005,0.6824352069860624,0.2991824424651856,0.28920873295135935,0.09404403156951759,3.90675715436568,4.8675653308547355,3.42324099982078,4.856727962646171,0.008262796467763057,0.09790676654675012,0.8980970952233142,0.5194270019337697,0.2876750472273926,0.09099504606215211,5.179005356393504,6.421457046473018,3.4202926813986316,4.883343184103815,0.007977998429303848,0.09454611179965834
25,0.0005,0.6688377527536687,0.28821517000080393,0.2869053188707233,0.09371726388214154,3.8208789921670867,4.774158264344948,3.407821345089912,4.835669902696992,0.00806332547663905,0.09720549876411468,0.8416189016736293,0.4644219158759059,0.28647699690336914,0.09071998889435415,4.9013287551848945,6.069641893444822,3.4102759171280503,4.854036408894768,0.007788611220192513,0.09947960095472345
26,0.0005,0.6394301577207866,0.2633498542928349,0.2832097572580484,0.09287054616990338,3.626035474680077,4.56085066441752,3.386167756929846,4.802745458078156,0.00787913668268436,0.09849990041156376,0.8845543239631459,0.5147106899019309,0.280310182695857,0.08953345136535801,5.126632302912393,6.393574302840565,3.379181942346832,4.786665690797486,0.007607133621876561,0.0925789839661397
27,0.0005,0.6486934642060751,0.27724300922918593,0.2791540049211815,0.0922964500557077,3.7286619779093977,4.681553339711929,3.3636508710027333,4.768227603146159,0.0077383784125733945,0.09521572162155512,0.8264256470532373,0.45908083317035453,0.27827497077449315,0.08906984310838965,4.886330473315102,6.03329642074317,3.3673849664491393,4.756699798775589,0.007475890485071156,0.09345040098879444
28,0.0005,0.6144799150061246,0.2473666281092026,0.2758352375362408,0.09127804936068129,3.5270074013183343,4.418412908156883,3.3452412458590772,4.7342457191732095,0.007572142703350145,0.09402004721129648,0.8795105844938791,0.5180825547438126,0.27272768975149014,0.08870033999857617,5.142239361363729,6.414842906312787,3.335945760541709,4.716373394617811,0.007393338380085883,0.09264620981064066
29,0.0005,0.6322096029764875,0.26967469460358884,0.2710992200910524,0.09143568828184619,3.691669804926431,4.610651292265517,3.3190512734296442,4.689499061137599,0.00758579457983439,0.09390665038234959,0.7883228867032539,0.4274521779625932,0.2710379368426319,0.08983277189802884,4.682529642337684,5.82007005542902,3.3218597283759483,4.769315936866425,0.00745001966441285,0.09450433643818998
30,0.0005,0.601424355688475,0.24118422689270844,0.2680814579805439,0.09215867081522257,3.4610644063810168,4.364555862985559,3.2988108774700393,4.666243426612518,0.007577349842322411,0.0957429855156128,0.8930077774754793,0.537728149181379,0.26638038421583826,0.08889924407826187,5.231027061765468,6.536201681934323,3.291801864513364,4.7226756540192705,0.0072670730844901525,0.0940598966402625
31,0.0005,0.5984490015357001,0.24448892116795337,0.2631477561659516,0.09081232420179504,3.5312115233536123,4.392986513663606,3.2659377783729746,4.619018267612144,0.007427353943945885,0.09469605072363274,0.7931916559654102,0.4405092372353515,0.2635500121107851,0.08913240661927356,4.7633708924776395,5.910536761547633,3.2753403790246556,4.653901992947325,0.007329862017747253,0.10436938895618116
32,0.0005,0.5684811481683573,0.21713209382730939,0.25996547904418815,0.0913835752968597,3.3110820366461184,4.138597133056133,3.249228479626159,4.591112006277892,0.007537116557874878,0.0976463489388388,0.8326959443387623,0.4867376356637965,0.2583060178505598,0.08765229082440594,4.937082685071284,6.2160446686191735,3.244627951987308,4.569043522031834,0.007272562664311078,0.0925296934526096
33,0.0005,0.5664835063334065,0.22080900552568497,0.2560017606574471,0.08967274015027434,3.364555652420292,4.171533593102441,3.2218299694315915,4.549303084244089,0.007387088175548364,0.093269372152746,0.7677791688636034,0.4258005331826033,0.2540995780654464,0.08787905761555359,4.690038604314012,5.809062679103326,3.2192026976836208,4.527341525654848,0.007244399469485698,0.09278397395121943
34,0.0005,0.5354017026360881,0.19427068746327966,0.2507529581197096,0.09037805705309886,3.1292460887499947,3.9121787673181267,3.191405659004491,4.49958992384439,0.007412310856271581,0.09423193151192728,0.8171138751627353,0.47940269806929825,0.2503003577759648,0.08741081931747215,4.939986566516718,6.16299254109499,3.1919788162671567,4.505838599054162,0.007147518400356892,0.0928403328756981
35,0.0005,0.5532337063096783,0.21635269335739613,0.24691854761082999,0.08996246534145208,3.3353298570924883,4.130086691670713,3.165500041943306,4.462006048052981,0.007332542285325433,0.09390579859416996,0.7319478629696669,0.3963024031815655,0.24812739054973362,0.08751806923836748,4.530818236611712,5.600536606542501,3.1741009505647955,4.497950570349685,0.0071469457681575844,0.09270909136938708
36,0.0005,0.5107266728652559,0.17759687944689384,0.24329511719425825,0.08983467622410375,2.9572278626816213,3.7472044799145774,3.1411004965488796,4.431863885580708,0.007325158028189376,0.09394814243990503,0.8209997855574023,0.49160970559669076,0.24203384272233064,0.08735623723838079,4.989676248617788,6.245406437889735,3.1377629335567683,4.4723256278375745,0.007121311164997448,0.09299535119664844
37,0.0005,0.5314029524825811,0.20368746655416067,0.23795648285764223,0.08975900307077822,3.263339539245803,4.005621134623168,3.109127427707442,4.375157359550799,0.007321066176245543,0.09356576058724277,0.717354922275345,0.3901878691577326,0.23989319568827625,0.08727385742933623,4.479084119485433,5.554205610213044,3.118004233708085,4.509011874533861,0.007117163371891814,0.0967789593807803
38,0.0005,0.5031602319195078,0.17787954616114118,0.23571631285175965,0.08956437290660679,3.0445969869612552,3.744326762232099,3.0908680541014744,4.354395984067942,0.007286980707748077,0.09407387842733193,0.8222462333898682,0.49653132341390444,0.2380951869755883,0.08761972300037572,5.026728800273005,6.275007018176987,3.0994098998206483,4.659511993843034,0.007103216422204338,0.1167325618971731
39,0.0005,0.5147711540668156,0.19482060355038133,0.23083124387763046,0.08911930663880378,3.1614209757552745,3.9171803781532595,3.059201890664061,4.3057032475509365,0.007243140946051735,0.09353094940476933,0.7154037902342992,0.3955816439004506,0.23264057305188499,0.08718157328196374,4.537997024093014,5.591898907094313,3.0697426801326126,4.36156348836289,0.0071109328806591475,0.09521371262490116
40,0.0005,0.48957832087576963,0.1728790265555923,0.227905152055762,0.08879414226441534,3.006295274865526,3.6909881305669687,3.037487219204339,4.27841119166754,0.007225805367720171,0.09321006250025095,0.7816176238886451,0.4661367269269087,0.22950020058420828,0.08598069637752812,4.85570562837955,6.079315853570319,3.046823519468933,4.324858059321917,0.00697450429142235,0.09753464864774866
41,0.0005,0.48368457606083753,0.17075559452510372,0.2243332212948763,0.08859576024085748,2.9688688880553316,3.6671155930452164,3.0132172016257788,4.24221196623735,0.007213233018650448,0.09292281777449996,0.7049825751352314,0.388156869244583,0.22884781520107314,0.0879778906895755,4.4704744604723,5.537953643027731,3.030991856105245,4.411129644243201,0.007145631051309494,0.12139066526900524
42,0.0005,0.4552862489114447,0.1454205538205491,0.22053225066245186,0.08933344442844376,2.746630525936324,3.3846557313869625,2.987700618926032,4.2069076715090805,0.007256599276982717,0.09532626035125906,0.7628880253577206,0.4548113429303237,0.22130262660350775,0.08677405582388908,4.767653960118768,6.005310070422735,2.990462409390607,4.254688086941281,0.0070411351814366335,0.09361980894614655
43,0.0005,0.4905168038963234,0.1870908710484915,0.21477112742074292,0.08865480542708894,3.1470972343483914,3.838992389869388,2.9513679478653003,4.147004879351537,0.0072072478098127385,0.09381947424598305,0.6775472989070204,0.37504184165416815,0.21730733144057116,0.08519812581228116,4.411915926666688,5.443969578325414,2.964318569871729,4.192847022128148,0.0069136827689382065,0.09123138157637871
44,0.0005,0.44207908515394606,0.14306158346123612,0.21039692009416286,0.08862058159854712,2.7275996353557117,3.3565784254375908,2.92249288322555,4.100802596379577,0.0072047001507129045,0.09324308010014401,0.7439383559995429,0.44408164983264203,0.2129328332964147,0.08692387287048631,4.735623101771247,5.932645089558411,2.932954485687166,4.154643190207887,0.007061847059467706,0.09291198166319554
45,0.0005,0.45535907892445143,0.16067988714108725,0.20659878546041519,0.08808040632294901,2.936850334085937,3.5575054502603183,2.8955057646763325,4.061453390533991,0.007171944216456825,0.09248197566492845,0.6673924448717287,0.3693986977370617,0.21184573546768257,0.08614801166698445,4.375743189771933,5.399583620586852,2.9172127192881154,4.176458032238922,0.007009015448246462,0.0951030168196343
46,0.0005,0.4247536378969727,0.13341240976058497,0.20346690109959867,0.08787432703678914,2.6209262292790556,3.241405758298217,2.8723663698601616,4.029695716049118,0.007157119090970334,0.09198342661494696,0.7264105071257949,0.4353629575492741,0.2060670233327705,0.0849805262437502,4.69225746950233,5.873244246279819,2.883384358192295,4.068216511546181,0.006910893650675421,0.09093757942902396
47,0.0005,0.43320946602858873,0.1470376308309459,0.19902593276590505,0.0871459024317378,2.7624958781116806,3.4030376205504815,2.841730584842499,3.983426341141494,0.0071091210099248365,0.09148525124565728,0.6608283601011553,0.3710966597397452,0.2039025781964366,0.08582912216497356,4.415331036213929,5.4104200716534185,2.8645024742501484,4.051228976016154,0.006985190463966425,0.09279355596763224
48,0.0005,0.4106862479769615,0.1275539159486309,0.19564335312998607,0.08748897889834452,2.591943377354503,3.1694927517820504,2.8183367571305222,3.949564816969548,0.007138423121859665,0.09223159254958058,0.7266868248663827,0.4403319452571753,0.2008674642775896,0.0854874153316179,4.720674366844111,5.9065059825612,2.8419693749052795,4.043771027202076,0.006946358221464491,0.09290861439157441
49,0.0005,0.4237780383075658,0.14409206480836098,0.19220988638802727,0.08747608711117753,2.8003160311360853,3.368645554344333,2.7964152355484466,3.911653747898724,0.007123209138609472,0.09224291832711307,0.62974423780707,0.3470150907316493,0.1979136866536163,0.0848154604218042,4.2528737222935336,5.232991637205313,2.8183786508678375,4.013043406963887,0.006897136233205033,0.09163077644385156
50,0.0005,0.39284484510613177,0.1180183879913644,0.18792904256486329,0.08689741454990411,2.5116247555204865,3.0487222918685966,2.7654138729851088,3.8668515305117306,0.007089469820922725,0.09156316510227065,0.707513881595929,0.42938159382338775,0.1933733306999658,0.08475895707257554,4.646673349057938,5.833312179866182,2.7869240275005085,3.9815251543805164,0.00687913648141211,0.09145808712308431
51,0.0005,0.4069296626064822,0.13618177989992006,0.18405470733909324,0.086693175367469,2.7619137506170945,3.2748987250787227,2.7387958814925235,3.823940574425459,0.007070169482928948,0.09122341923311168,0.6376325805365654,0.36307372180667763,0.19007765827936837,0.0844812004505195,4.369979169204428,5.352079599786456,2.763283154965592,3.9425661630089,0.00685208975523,0.0915453985770045
52,0.0005,0.3798819366625239,0.11334552010405737,0.17994074771292043,0.08659566884554613,2.4561510734404766,2.9877032862362474,2.7092646683063997,3.780486678665171,0.007060741304403491,0.09158391071027006,0.6781940809026533,0.4084645759040724,0.18563027259803935,0.08409923240054157,4.529454512817818,5.6891007290175635,2.73266886308605,3.870378749357529,0.0068456615606573455,0.09165324256280806
53,0.0005,0.3937331765174212,0.12983060658026166,0.17750682383529112,0.08639574610186841,2.681285617501006,3.1975977380936844,2.689000602041635,3.7543750183219236,0.007046036256460669,0.09138363274092719,0.6325969534789488,0.360678600059496,0.1859469516010101,0.08597140181844268,4.366648944545145,5.33363128521547,2.725071133996461,3.8946173051864688,0.006951573423536798,0.09514828705034188
54,0.0005,0.3674584071925076,0.1066672528316505,0.17423728636352243,0.08655386799733472,2.391512293157372,2.898350073761353,2.6650084558795273,3.7199487067824966,0.007052626727910571,0.09157926121755593,0.6666149387121619,0.403790895257434,0.1796099212670377,0.08321412218769021,4.5161533624472385,5.6570048084389,2.6880115936443327,3.83554471473569,0.006759961620467958,0.08984645922035005
55,0.0005,0.3790335433842907,0.12392680932504922,0.16973153806798902,0.08537519599125248,2.597550466055037,3.124049590155394,2.6339299388030426,3.668923138540131,0.0069872240431249,0.0901690834541645,0.622461062936773,0.36013699276232947,0.17821902769041473,0.08410504248402884,4.351236635537896,5.32911133853011,2.672015283551867,3.8094345576044835,0.006828923326739772,0.09143038467123145
56,0.0005,0.3574903237711562,0.10353585745871836,0.16798425360613944,0.08597021270629841,2.3989811151263063,2.8554902212617197,2.617888196596163,3.6508745123285093,0.007004666241568519,0.09138062638221499,0.6465681676224676,0.3876885717046079,0.17516930177958615,0.08371029413827345,4.42793260943946,5.540090532908172,2.6495256488209673,3.793935915253079,0.006776316782836403,0.09241617368192936
57,0.0005,0.3580390984387208,0.10912566770441103,0.16355823696278163,0.08535519377152816,2.475135246369004,2.9315596941674347,2.5879067468304466,3.5997702416210315,0.006953236702325068,0.09011450423422027,0.6213047559630431,0.3649212098336241,0.17249128092215582,0.08389226520726312,4.367728289773664,5.36461295091325,2.6301836727288617,3.7726620811079203,0.006800247840541673,0.09479262544526962
58,0.0005,0.34857553407458863,0.10126923039589812,0.16199490655183188,0.08531139712685865,2.3800559457867347,2.8240607817905152,2.576035452255474,3.5821983457923476,0.006948969507902939,0.09030596428326434,0.6350393947563113,0.38065577063757916,0.17058594919190956,0.08379767492682268,4.395574089779409,5.489028509796448,2.616488558721642,3.7020244936427815,0.0067790053811624925,0.09214393269071278
59,0.0005,0.3446097541088831,0.09971061668828941,0.1597497669757026,0.08514937044489107,2.3589591784316117,2.8022442461502823,2.559319288386937,3.5577576956291104,0.0069394807643076905,0.09030872227541614,0.6047913114293915,0.3545385058815397,0.16750849090357298,0.08274431464427884,4.304267147432949,5.28867550916554,2.592871249486567,3.7135131238316816,0.006723758689267275,0.09222402498307077
60,0.0005,0.33834430684016076,0.0971121607704588,0.15655153452747386,0.08468061154222804,2.3076875160434445,2.7654900080001967,2.534280623757658,3.521297243960711,0.006919163922606978,0.0897220608781727,0.6395252222830033,0.3914677744597251,0.1649841110418582,0.08307333678142002,4.443887060694572,5.568612090148549,2.5739682523941814,3.6531698467982463,0.006741196927850888,0.09074097497001722
61,0.0005,0.3382115059190154,0.098916969395324,0.15467442449553379,0.08462011202815765,2.3406437482843088,2.7910697252897476,2.518574219736129,3.500528963440035,0.00690119578931207,0.09034094490474731,0.5795706910218091,0.33604074984832366,0.16182280615398487,0.08170713501950048,4.184107304974477,5.149379880106222,2.5516275796606003,3.609622166474704,0.0066089603886990474,0.08885858123659837
62,0.0005,0.32111917043152244,0.08678931565792286,0.15058331724840082,0.08374653752519882,2.1761850388846105,2.614378220607598,2.4889456947424744,3.451510328039613,0.0068266693203594495,0.08887928397719534,0.6332204340836155,0.3919356188463376,0.15928304461681791,0.08200177062046005,4.462337070961306,5.57336715709663,2.525987338363251,3.6062248516046935,0.00662749475796137,0.09023575682793064
63,0.0005,0.33039600312269995,0.09821735109971247,0.14799201984519808,0.08418663217778938,2.381167459884361,2.781181894885503,2.467605118411857,3.4217889938672537,0.006858326874478365,0.08941089643106888,0.5737804027267609,0.3333389644405828,0.15809463125143666,0.08234680703474136,4.164274320684249,5.125948735298818,2.5156262759494568,3.5774811581434833,0.0066871563321134996,0.0900672068157495
64,0.0005,0.30694557630743413,0.07704570286101341,0.14625774247320833,0.08364213097321237,2.052525318479417,2.463255695764261,2.4518895340771842,3.4013985433048584,0.006823995863622269,0.08875080481520115,0.6384869420357016,0.4011300134278455,0.15494589399910613,0.08241103460875,4.509207176109435,5.638469970978189,2.490343663737592,3.57014170337268,0.006659802797117864,0.0904816563479986
65,0.0005,0.32912383115975585,0.10292761358130775,0.1427027868074043,0.08349343077104382,2.459242368805695,2.847090267577756,2.4255197142180194,3.3593595641694725,0.0068040707066832525,0.0885777379901747,0.5566716487165261,0.31967952179741327,0.1556543421663677,0.08133778475274527,4.06004785903228,5.020473045163381,2.4902635141106826,3.6234989098963246,0.006598880213316124,0.0900164615785425
66,0.0005,0.30069445885265683,0.0767779659131173,0.14075972696557817,0.08315676597396131,2.0377995619086926,2.458972014217644,2.4097678384090604,3.336089183159858,0.006785029500386774,0.08841699887145749,0.5891742473572543,0.35703631327895546,0.15049139211862897,0.08164654195966987,4.272320874463491,5.315569519052214,2.4540171794703967,3.54161584876664,0.0066095288335838945,0.08989423942106696
67,0.0005,0.30153317039681454,0.08061256110154272,0.13828835971437822,0.08263224958089362,2.1140274131508954,2.519629268318148,2.388184513896601,3.306189259363318,0.0067514609093420755,0.08787145351919809,0.5656506168377564,0.33715313665936847,0.14746785974753662,0.08102962043085135,4.192603391226689,5.154976879507274,2.4336814803289863,3.437043899923341,0.006571932907328088,0.08902455894014531
68,0.0005,0.2957274516417731,0.07790616798460884,0.1349501572281749,0.08287112642898932,2.100691262208823,2.476972622570537,2.362058251765378,3.2655869757247835,0.0067523489017004236,0.08808560966349792,0.5946127354999087,0.3686876204147984,0.14483334652491106,0.08109176856019924,4.3369487245165885,5.402925113178754,2.4108306585422885,3.4031229163170766,0.0065737905826642315,0.08928275596948497
69,0.0005,0.292499421888969,0.0758019065703365,0.13401102619279315,0.08268648912583931,2.0794272206862296,2.4432918680261335,2.3523157697170367,3.254186593403964,0.006737636019039844,0.08806548811807106,0.5595382165372829,0.3346865532856336,0.14354708690788454,0.08130457634376474,4.185190180090176,5.136191221335021,2.399167252060919,3.390881818182785,0.006587641587195671,0.08963787845701125
70,0.0005,0.28760041775697465,0.07477473466255265,0.1305925565550736,0.08223312653934844,2.069203909687259,2.4266811982590326,2.3249626662115914,3.2126729556803406,0.006708303231171066,0.08775946632475846,0.5849986966740046,0.364176832560682,0.14014157439621236,0.08068028971711028,4.312480078581298,5.367665796844033,2.3728191329881794,3.3437671634451425,0.0065428826771902985,0.08835649845337361
71,0.0005,0.2880041399744633,0.0767030376082345,0.12900617450212995,0.08229492786409877,2.105790339420774,2.457771854928956,2.3100720631767984,3.1925844072418736,0.00671369719173607,0.08776304483140074,0.5387022859352013,0.31907790249488077,0.13906507069481533,0.08055931274550526,4.100305266209495,5.014453938422823,2.3617190812473035,3.3313428629422006,0.006535257498494183,0.08842231885074801
72,0.0005,0.2770457408761294,0.0682571608487363,0.127085617664401,0.08170296236299211,1.9636541198697288,2.3185122502048663,2.2924318039164553,3.1685233050034656,0.006663361777401825,0.0873133903430475,0.5927934564714579,0.37616100789464735,0.13617831191117444,0.08045413666563608,4.366287160002011,5.455326132954886,2.3356923395944538,3.293463094114862,0.006501781028191756,0.08822173222506755
73,0.0005,0.2848097130499485,0.07773796805191888,0.12507461212300788,0.08199713287502172,2.128952177869197,2.47429727763203,2.2730763383457426,3.1432858565121005,0.006678252492888288,0.08764567776447882,0.5227987449637281,0.3084352846358788,0.13444953703847826,0.07991392328937119,4.026793762105202,4.93083001830964,2.3228486731576994,3.272277376065638,0.006473962843768278,0.08795243782275232
74,0.0005,0.26753828405688723,0.06316298554287098,0.12297649434639008,0.08139880416762617,1.846613676462865,2.230317077751394,2.2568028736989185,3.1166365857693346,0.006629445389618263,0.08706938685925107,0.5745332134858975,0.3621126659856473,0.13268290226949644,0.07973764523075368,4.257927941950846,5.3523652586366355,2.3060593304590897,3.2536797498167656,0.00646313607253302,0.08812915985895488
